0.10423,0.73847,0.00833,0.01174,0.00096,-0.00079,0.00106,1.00000
0.20848,1.32031,0.00116,0.02156,0.00125,-0.00121,0.00130,1.00000
0.31273,1.87124,-0.00248,0.02911,0.00128,-0.00194,0.00220,0.99999
0.41698,2.41218,-0.00154,0.03994,0.00248,-0.00286,0.00310,0.99999
0.52123,2.96227,0.00438,0.04634,0.00337,-0.00360,0.00407,0.99998
0.62548,3.54055,0.01336,0.05638,0.00393,-0.00353,0.00498,0.99997
0.72973,4.12335,0.02620,0.07031,0.00413,-0.00311,0.00591,0.99997
0.83398,4.70913,0.02589,0.08332,0.00446,-0.00355,0.00613,0.99996
0.93836,5.30353,0.05049,0.09661,0.00400,-0.00504,0.00675,0.99996
1.04261,5.90896,0.06746,0.10795,0.00297,-0.00704,0.00750,0.99994
1.14685,6.54048,0.08764,0.11514,0.00219,-0.00843,0.00794,0.99993
1.25112,7.16782,0.09566,0.13089,0.00134,-0.00704,0.00863,0.99994
1.35535,7.81953,0.10863,0.13920,0.00037,-0.00260,0.00913,0.99995
1.45960,8.49365,0.12448,0.15084,-0.00016,0.00256,0.00948,0.99995
1.56385,9.20528,0.13538,0.16786,-0.00049,0.00444,0.00940,0.99995
1.66811,9.89169,0.15940,0.17839,-0.00182,0.00254,0.01016,0.99994
1.77235,10.56695,0.18634,0.17243,-0.00264,-0.00125,0.01067,0.99994
1.87660,11.28143,0.20523,0.16633,-0.00237,-0.00299,0.01141,0.99993
1.98085,11.99706,0.23705,0.16534,-0.00113,-0.00045,0.01226,0.99992
2.08510,12.76093,0.25989,0.17458,-0.00082,0.00471,0.01264,0.99991
2.18935,13.54974,0.28259,0.17835,-0.00061,0.00711,0.01271,0.99989
2.29361,14.34931,0.29940,0.17594,0.00007,0.00794,0.01291,0.99989
2.39786,15.16436,0.32452,0.16717,0.00097,0.00727,0.01290,0.99989
2.50211,15.98879,0.35139,0.15983,0.00064,0.00619,0.01280,0.99990
2.60638,16.82536,0.38357,0.15076,-0.00044,0.00390,0.01253,0.99991
2.71061,17.69719,0.41241,0.15716,0.00178,0.00087,0.01194,0.99993
2.81486,18.58038,0.43654,0.15564,0.00292,-0.00188,0.01175,0.99992
2.91910,19.47708,0.46934,0.16472,0.00185,-0.00365,0.01151,0.99993
3.02336,20.38075,0.48442,0.17942,0.00156,-0.00381,0.01112,0.99993
3.12748,21.30516,0.50374,0.19392,0.00120,-0.00367,0.01117,0.99993
3.23173,22.24257,0.54485,0.20982,0.00047,-0.00451,0.01137,0.99993
3.33598,23.19375,0.57213,0.22941,-0.00129,-0.00550,0.01110,0.99992
3.44023,24.16464,0.60475,0.25070,-0.00306,-0.00567,0.01146,0.99991
3.54436,25.14965,0.62873,0.27481,-0.00327,-0.00568,0.01146,0.99991
3.64861,26.12547,0.65903,0.29284,-0.00344,-0.00560,0.01154,0.99991
3.75273,27.11058,0.68781,0.31467,-0.00354,-0.00530,0.01163,0.99991
3.85698,28.11225,0.71284,0.33523,-0.00384,-0.00462,0.01188,0.99991
3.96123,29.13045,0.73228,0.35091,-0.00440,-0.00334,0.01184,0.99991
4.06535,30.13420,0.76401,0.36962,-0.00446,-0.00315,0.01183,0.99992
4.16961,31.15677,0.79521,0.39374,-0.00374,-0.00375,0.01234,0.99991
4.27385,32.18936,0.81874,0.41000,-0.00425,-0.00382,0.01214,0.99991
4.37798,33.23305,0.84998,0.42519,-0.00439,-0.00293,0.01260,0.99991
4.48223,34.26979,0.88116,0.44834,-0.00360,-0.00158,0.01296,0.99991
4.58636,35.32029,0.91698,0.46286,-0.00389,0.00039,0.01322,0.99990
4.69061,36.39229,0.94976,0.47851,-0.00338,0.00126,0.01344,0.99990
4.79475,37.46287,0.97319,0.48842,-0.00333,0.00120,0.01376,0.99990
4.89886,38.51818,1.00387,0.50149,-0.00315,0.00048,0.01395,0.99990
5.00311,39.60109,1.04712,0.51302,-0.00298,0.00081,0.01426,0.99989
5.10723,40.67749,1.08340,0.52229,-0.00305,0.00153,0.01504,0.99988
5.21151,41.75845,1.11979,0.54035,-0.00295,0.00277,0.01546,0.99987
5.31561,42.83277,1.16306,0.54751,-0.00339,0.00385,0.01562,0.99986
5.41986,43.90430,1.21033,0.56318,-0.00395,0.00309,0.01596,0.99986
5.52398,44.97664,1.24173,0.57469,-0.00411,0.00116,0.01590,0.99986
5.62823,46.04782,1.27232,0.58802,-0.00566,-0.00067,0.01568,0.99986
5.73248,47.12588,1.31284,0.60001,-0.00574,0.00018,0.01547,0.99986
5.83673,48.20746,1.35404,0.61756,-0.00562,0.00130,0.01570,0.99986
5.94086,49.29021,1.38914,0.63533,-0.00619,0.00212,0.01552,0.99986
6.04511,50.37462,1.43746,0.64532,-0.00564,0.00229,0.01557,0.99986
6.14935,51.46217,1.47530,0.65974,-0.00524,0.00216,0.01545,0.99986
6.25348,52.54174,1.50903,0.66441,-0.00480,0.00115,0.01510,0.99987
6.35773,53.61618,1.54989,0.67668,-0.00579,-0.00005,0.01506,0.99987
6.46198,54.69961,1.58247,0.69701,-0.00523,-0.00141,0.01516,0.99987
6.56611,55.77045,1.62187,0.71843,-0.00307,-0.00280,0.01484,0.99988
6.67036,56.84951,1.65155,0.73420,-0.00412,-0.00304,0.01459,0.99988
6.77449,57.94497,1.68574,0.76255,-0.00433,-0.00153,0.01425,0.99989
6.87873,59.03240,1.71369,0.78532,-0.00153,0.00187,0.01427,0.99990
6.98286,60.11103,1.75447,0.79121,-0.00311,0.00382,0.01414,0.99989
7.08698,61.18140,1.78486,0.80609,-0.00124,0.00359,0.01414,0.99989
7.19124,62.27699,1.81116,0.81220,-0.00051,0.00216,0.01396,0.99990
7.29536,63.35634,1.84716,0.82192,0.00024,0.00043,0.01413,0.99990
7.39951,64.43865,1.89067,0.83605,-0.00109,-0.00144,0.01403,0.99990
7.50373,65.51693,1.93228,0.85629,-0.00079,-0.00328,0.01419,0.99989
7.60786,66.59214,1.97009,0.87050,-0.00298,-0.00255,0.01356,0.99990
7.71211,67.66938,2.00448,0.89195,-0.00495,-0.00093,0.01342,0.99990
7.81623,68.75878,2.04578,0.91166,-0.00517,-0.00020,0.01343,0.99990
7.92038,69.83834,2.07813,0.92856,-0.00477,0.00032,0.01382,0.99989
8.02461,70.93004,2.10931,0.94399,-0.00393,0.00072,0.01370,0.99990
8.12874,72.01740,2.14108,0.96100,-0.00348,0.00159,0.01406,0.99989
8.23286,73.11241,2.17483,0.97633,-0.00227,0.00267,0.01426,0.99989
8.33699,74.20119,2.20609,0.98657,-0.00205,0.00331,0.01428,0.99989
8.44111,75.27409,2.23920,0.99933,-0.00196,0.00220,0.01462,0.99989
8.54536,76.34688,2.27833,1.01363,-0.00218,0.00043,0.01482,0.99989
8.64949,77.42097,2.31624,1.02452,-0.00278,0.00015,0.01525,0.99988
8.75361,78.48847,2.37090,1.04552,-0.00400,0.00122,0.01581,0.99987
8.85773,79.55422,2.40832,1.06215,-0.00449,0.00358,0.01575,0.99986
8.96186,80.64026,2.44910,1.07809,-0.00513,0.00508,0.01601,0.99985
9.06599,81.73539,2.48427,1.08219,-0.00559,0.00494,0.01660,0.99983
9.17024,82.80064,2.52430,1.08558,-0.00584,0.00409,0.01627,0.99984
9.27436,83.86147,2.56338,1.09659,-0.00548,0.00394,0.01676,0.99984
9.37849,84.89257,2.60783,1.10821,-0.00486,0.00408,0.01691,0.99984
9.48261,85.91944,2.64861,1.12172,-0.00456,0.00434,0.01748,0.99983
9.58673,86.92546,2.68645,1.13078,-0.00389,0.00555,0.01790,0.99982
9.69086,87.93227,2.72920,1.14107,-0.00384,0.00649,0.01815,0.99981
9.79499,88.89843,2.77048,1.14787,-0.00326,0.00721,0.01848,0.99980
9.89911,89.83617,2.81071,1.15746,-0.00261,0.00719,0.02013,0.99977
10.00337,90.77104,2.84984,1.16495,-0.00264,0.00683,0.02169,0.99974
10.10749,91.66909,2.90076,1.17377,-0.00220,0.00647,0.02337,0.99970
10.21161,92.55798,2.94980,1.18181,-0.00233,0.00678,0.02501,0.99966
10.31574,93.42218,2.99725,1.19015,-0.00313,0.00740,0.02651,0.99962
10.41989,94.25428,3.05251,1.19760,-0.00346,0.00804,0.02786,0.99957
10.52411,95.06419,3.10644,1.20130,-0.00413,0.00863,0.02921,0.99953
10.62824,95.85023,3.15359,1.20317,-0.00477,0.00911,0.03054,0.99948
10.73249,96.60730,3.21227,1.21125,-0.00552,0.00929,0.03196,0.99943
10.83661,97.32628,3.26794,1.21903,-0.00671,0.00810,0.03311,0.99940
10.94086,98.00083,3.32649,1.22494,-0.00748,0.00621,0.03462,0.99935
11.04501,98.65692,3.38609,1.23073,-0.00883,0.00449,0.03595,0.99930
11.14924,99.29354,3.43821,1.23182,-0.00978,0.00356,0.03677,0.99927
11.25349,99.90091,3.49296,1.24357,-0.01066,0.00328,0.03680,0.99926
11.35776,100.47866,3.54327,1.25393,-0.01218,0.00379,0.03603,0.99927
11.46211,101.01921,3.59541,1.26315,-0.01407,0.00457,0.03417,0.99931
11.56636,101.54955,3.63976,1.27699,-0.01482,0.00541,0.03126,0.99939
11.67074,102.05688,3.67351,1.27638,-0.01504,0.00652,0.02707,0.99950
11.77511,102.54399,3.69585,1.27764,-0.01520,0.00772,0.02186,0.99962
11.87937,102.99658,3.70269,1.27991,-0.01487,0.00824,0.01552,0.99973
11.98386,103.45233,3.70969,1.29042,-0.01403,0.00834,0.00858,0.99983
12.08824,103.87795,3.70342,1.28866,-0.01444,0.00801,0.00046,0.99986
12.19274,104.28285,3.69522,1.29476,-0.01368,0.00637,-0.00883,0.99985
12.29711,104.68485,3.66838,1.29904,-0.01343,0.00430,-0.02023,0.99970
12.40164,105.08642,3.63621,1.29913,-0.01244,0.00239,-0.03292,0.99938
12.50612,105.48527,3.57949,1.30431,-0.01117,0.00145,-0.04713,0.99883
12.61074,105.85913,3.51689,1.30677,-0.00951,0.00107,-0.06266,0.99799
12.71524,106.22587,3.44056,1.31203,-0.00853,0.00019,-0.07942,0.99681
12.81986,106.58780,3.35011,1.31768,-0.00694,-0.00008,-0.09782,0.99518
12.92437,106.95178,3.23685,1.32620,-0.00550,-0.00042,-0.11798,0.99300
13.02886,107.30859,3.11494,1.33830,-0.00447,-0.00093,-0.13865,0.99033
13.13336,107.64749,2.98645,1.34540,-0.00538,-0.00105,-0.16049,0.98702
13.23788,107.97324,2.84679,1.34850,-0.00613,-0.00064,-0.18370,0.98296
13.34237,108.28059,2.69508,1.35172,-0.00610,0.00033,-0.20712,0.97830
13.44674,108.58092,2.52126,1.35688,-0.00535,0.00072,-0.23035,0.97309
13.55124,108.87172,2.33625,1.36532,-0.00471,0.00017,-0.25473,0.96700
13.65561,109.15698,2.13209,1.38043,-0.00481,-0.00108,-0.27875,0.96035
13.76001,109.42769,1.93006,1.38679,-0.00576,-0.00272,-0.30288,0.95301
13.86436,109.69840,1.68646,1.39534,-0.00799,-0.00434,-0.32807,0.94461
13.96874,109.98095,1.45078,1.40013,-0.01091,-0.00481,-0.35300,0.93555
14.07312,110.23826,1.20267,1.40650,-0.01195,-0.00537,-0.37855,0.92549
14.17749,110.46906,0.92776,1.41330,-0.01121,-0.00573,-0.40343,0.91492
14.28178,110.68315,0.62583,1.42278,-0.00966,-0.00498,-0.42830,0.90357
14.38612,110.88585,0.32059,1.42889,-0.00878,-0.00359,-0.45357,0.89117
14.49049,111.07802,0.00479,1.43489,-0.00852,-0.00205,-0.47787,0.87839
14.59474,111.24112,-0.33255,1.45044,-0.00695,-0.00135,-0.50251,0.86454
14.69911,111.38286,-0.68792,1.46257,-0.00638,0.00061,-0.52697,0.84986
14.80337,111.54153,-1.05818,1.47097,-0.00753,0.00174,-0.55088,0.83455
14.90761,111.66515,-1.42726,1.48377,-0.01096,0.00087,-0.57296,0.81951
15.01199,111.76491,-1.79852,1.48606,-0.01148,-0.00033,-0.59396,0.80441
15.11614,111.85391,-2.20570,1.49498,-0.01128,-0.00168,-0.61264,0.79028
15.22024,111.90463,-2.62707,1.50583,-0.00867,-0.00424,-0.62843,0.77781
15.32424,111.94583,-3.08082,1.51363,-0.00672,-0.00707,-0.64174,0.76686
15.42812,112.01531,-3.54061,1.51927,-0.00589,-0.00782,-0.65319,0.75713
15.53212,112.05778,-4.00194,1.53404,-0.00653,-0.00482,-0.66332,0.74829
